carat,cut,color,clarity,x,y,z
0.27,4,1,1,4.26,4.28,2.55
1.0,0,0,3,6.24,6.21,4.14
0.24,4,0,7,4.02,4.04,2.48
0.9,3,4,2,6.13,6.08,3.75
1.2,4,3,4,6.81,6.86,4.17
1.04,2,4,3,6.55,6.51,3.95
1.09,3,2,4,6.67,6.63,4.05
1.0,4,6,3,6.35,6.43,4.01
0.42,3,1,2,4.83,4.77,3.01
0.41,2,3,4,4.84,4.8,2.93
0.26,2,4,4,4.09,4.11,2.55
0.9,4,1,4,6.21,6.24,3.78
0.35,3,4,6,4.57,4.61,2.75
0.45,4,3,6,4.99,5.02,3.0
0.54,2,0,5,5.23,5.27,3.21
0.3,4,4,2,4.25,4.29,2.67
0.34,2,1,1,4.49,4.51,2.79
1.0,1,1,7,6.55,6.46,3.76
1.14,2,0,3,6.69,6.77,4.13
0.73,2,2,4,5.73,5.71,3.58
0.7,4,1,2,5.74,5.8,3.55
2.01,3,4,2,8.16,8.13,4.89
1.2,4,2,7,6.79,6.83,4.18
0.31,2,1,7,4.37,4.39,2.69
1.56,3,2,2,7.55,7.45,4.55
1.2,4,4,2,6.74,6.8,4.26
0.31,2,2,1,4.35,4.37,2.71
1.0,4,2,5,6.34,6.38,3.94
0.7,4,4,2,5.67,5.7,3.47
0.9,1,3,3,6.07,6.01,3.85
0.76,2,4,2,5.87,5.84,3.61
2.14,2,4,3,8.25,8.23,5.19
1.07,3,3,4,6.59,6.53,4.07
1.06,4,1,2,6.45,6.49,4.12
1.01,3,3,2,6.49,6.4,3.93
1.0,1,6,2,6.46,6.52,3.86
0.6,4,2,2,5.39,5.33,3.39
0.81,2,2,3,5.95,6.0,3.71
0.74,4,0,3,5.79,5.82,3.57
0.7,1,5,5,5.81,5.78,3.33
0.72,3,0,5,5.76,5.81,3.48
0.24,4,1,5,3.95,3.98,2.5
0.57,3,1,5,5.29,5.26,3.28
0.3,3,3,4,4.37,4.34,2.69
0.32,1,0,2,4.33,4.35,2.77
2.09,3,2,3,8.21,8.23,5.07
1.55,2,3,5,7.44,7.49,4.6
1.0,4,1,7,6.4,6.46,3.92
0.35,3,3,7,4.54,4.49,2.81
1.51,4,1,3,7.35,7.41,4.57
0.43,3,3,5,4.86,4.83,2.97
0.51,3,0,5,5.14,5.18,3.14
0.51,4,1,2,5.08,5.03,3.14
1.51,4,6,2,7.32,7.36,4.49
0.31,3,5,7,4.37,4.34,2.71
1.54,2,3,7,7.3,7.36,4.58
1.11,4,1,3,6.54,6.65,4.07
1.12,4,3,1,6.7,6.72,4.09
0.9,3,2,3,6.35,6.28,3.81
0.39,4,1,4,4.8,4.85,2.88
0.3,2,2,5,4.29,4.32,2.69
0.33,3,4,1,4.39,4.42,2.73
0.56,4,0,5,5.25,5.29,3.31
1.0,3,0,2,6.54,6.44,3.87
1.01,4,1,3,6.46,6.5,3.9
0.3,2,6,5,4.33,4.3,2.67
2.21,3,4,3,8.35,8.33,5.11
1.29,3,4,2,7.0,6.84,4.35
0.52,2,5,5,5.16,5.2,3.2
1.2,1,3,5,6.72,6.76,4.19
0.51,2,4,6,5.12,5.14,3.19
0.46,4,3,5,4.98,5.0,3.06
0.39,2,2,2,4.74,4.78,2.86
0.33,4,2,7,4.42,4.37,2.79
0.23,4,2,7,4.04,4.08,2.36
0.71,2,0,3,5.74,5.76,3.54
1.53,2,5,2,7.33,7.37,4.59
0.46,4,1,2,4.93,4.98,3.06
0.3,2,2,5,4.32,4.35,2.64
0.7,3,2,2,5.76,5.7,3.45
2.1,2,4,2,8.19,8.12,5.13
0.6,2,4,4,5.47,5.49,3.36
1.07,2,2,5,6.53,6.57,4.09
0.56,0,1,7,5.5,5.57,3.17
2.26,2,4,3,8.38,8.35,5.2
0.92,4,2,2,6.12,6.17,3.92
0.9,1,5,5,6.09,6.12,3.81
1.0,2,6,2,6.47,6.5,3.84
1.06,4,0,6,6.49,6.52,4.03
1.35,4,5,2,7.28,7.17,4.3
0.41,3,2,3,4.82,4.8,2.93
0.52,4,0,7,5.28,5.35,3.18
0.31,2,0,2,4.37,4.33,2.71
1.23,1,0,0,6.79,6.72,4.3
1.21,3,1,2,6.79,6.78,4.27
1.55,2,1,2,7.43,7.37,4.61
0.3,4,1,5,4.26,4.31,2.64
2.01,3,4,5,8.14,8.09,4.96
0.9,2,4,4,6.27,6.29,3.79
1.51,3,4,3,7.26,7.16,4.54
0.3,2,2,6,4.31,4.33,2.68
0.43,2,4,4,4.87,4.9,2.99
0.45,1,2,4,5.02,5.04,2.97
0.3,2,3,2,4.27,4.32,2.67
1.09,2,3,3,6.68,6.63,4.07
0.3,3,0,3,4.31,4.26,2.63
0.41,3,0,5,4.74,4.75,2.97
0.59,4,5,5,5.37,5.33,3.39
1.02,4,0,2,6.35,6.27,4.01
0.32,3,0,2,4.44,4.41,2.69
0.28,4,2,4,4.24,4.28,2.59
0.47,1,1,2,5.1,5.04,3.05
0.46,2,3,3,4.97,5.01,3.05
1.57,2,5,2,7.38,7.44,4.59
2.01,4,4,3,8.01,7.94,5.06
1.0,3,1,3,6.34,6.41,4.0
0.32,3,3,5,4.41,4.44,2.69
1.1,2,4,2,6.82,6.74,4.08
1.01,2,3,5,6.46,6.43,3.97
1.0,3,2,5,6.46,6.42,3.78
0.4,2,0,2,4.73,4.71,2.95
0.8,4,3,7,5.95,5.98,3.73
1.01,2,4,3,6.38,6.45,4.03
1.16,2,6,1,6.79,6.86,4.14
0.52,2,2,3,5.17,5.2,3.19
0.9,3,0,2,6.16,6.09,3.78
0.61,0,5,5,5.6,5.65,3.23
0.5,2,2,5,5.06,5.11,3.19
1.01,3,0,2,6.4,6.34,3.77
0.99,0,6,2,6.72,6.67,3.68
1.0,2,6,5,6.41,6.45,3.98
1.7,4,4,5,7.58,7.66,4.71
1.01,3,1,5,6.51,6.47,3.92
0.7,2,3,2,5.66,5.69,3.54
0.34,4,5,5,4.47,4.51,2.76
2.02,0,4,3,8.33,8.37,4.72
1.01,2,2,3,6.35,6.41,4.01
0.74,2,4,4,5.79,5.83,3.58
0.75,3,5,2,5.77,5.82,3.62
0.32,2,1,4,4.42,4.39,2.72
0.42,2,3,7,4.81,4.82,2.95
0.31,2,2,5,4.36,4.39,2.72
0.3,4,1,7,4.28,4.31,2.68
0.71,3,2,4,5.77,5.7,3.56
1.0,4,0,3,6.35,6.44,4.0
0.32,3,6,4,4.46,4.42,2.69
1.01,4,5,2,6.38,6.44,3.98
1.01,4,0,2,6.36,6.4,3.97
0.23,4,3,6,3.94,3.96,2.42
0.73,2,1,5,5.75,5.8,3.62
1.01,3,3,7,6.49,6.41,4.0
0.54,2,5,3,5.24,5.27,3.25
0.56,4,2,5,5.2,5.22,3.23
0.5,2,0,7,5.11,5.15,3.13
0.99,3,2,3,6.45,6.38,3.89
0.36,2,3,4,4.58,4.62,2.79
0.7,4,1,3,5.73,5.65,3.59
1.01,2,3,1,6.42,6.39,4.02
0.51,2,1,5,5.15,5.2,3.19
0.52,2,1,4,5.25,5.29,3.16
0.38,3,3,4,4.64,4.67,2.82
0.78,2,3,5,5.9,5.86,3.65
1.01,1,6,4,6.29,6.33,3.99
0.76,3,1,2,5.83,5.79,3.58
1.18,3,3,7,6.77,6.8,4.18
0.34,2,1,7,4.52,4.54,2.76
0.91,1,5,5,6.32,6.38,3.68
0.7,4,1,5,5.65,5.69,3.55
0.5,4,0,4,5.08,5.13,3.25
0.7,4,4,5,5.61,5.59,3.55
0.39,2,4,2,4.66,4.71,2.9
1.01,3,1,2,6.37,6.42,3.99
0.33,2,3,1,4.45,4.48,2.72
0.71,4,2,2,5.62,5.66,3.54
0.9,0,3,2,6.04,6.0,3.94
0.58,4,1,5,5.41,5.44,3.27
0.41,4,0,6,4.74,4.77,2.98
0.73,2,5,7,5.77,5.73,3.64
0.43,3,2,6,4.88,4.91,2.95
0.3,2,2,2,4.29,4.31,2.68
0.27,2,5,4,4.16,4.19,2.59
0.51,2,2,5,5.17,5.14,3.16
1.03,3,4,4,6.55,6.52,4.0
0.93,3,3,3,6.35,6.28,3.84
0.7,3,3,4,5.8,5.74,3.42
0.34,2,3,5,4.47,4.44,2.77
0.4,2,3,6,4.73,4.76,2.95
1.21,2,0,3,6.81,6.83,4.23
0.81,1,4,2,5.79,5.87,3.67
0.67,3,0,3,5.65,5.6,3.54
0.44,1,2,2,4.85,4.8,3.08
1.14,2,2,4,6.68,6.71,4.13
0.54,2,5,7,5.25,5.29,3.25
0.33,3,2,5,4.43,4.39,2.75
0.31,2,0,3,4.35,4.38,2.72
0.25,2,3,2,4.04,4.07,2.54
0.53,2,0,6,5.16,5.21,3.24
0.7,2,0,2,5.73,5.76,3.56
1.25,3,6,3,6.82,6.86,4.26
0.4,2,0,4,4.71,4.74,2.94
0.54,2,2,4,5.26,5.21,3.19
0.51,3,3,6,5.24,5.2,3.14
1.24,2,3,5,6.87,6.84,4.25
1.21,2,5,0,6.94,6.89,4.24
0.83,3,1,2,6.05,5.97,3.74
1.1,2,3,5,6.68,6.6,4.12
0.38,2,0,4,4.66,4.63,2.89
0.7,2,1,5,5.7,5.73,3.54
0.52,3,0,7,5.28,5.22,3.14
0.89,2,3,7,6.22,6.19,3.83
0.4,3,2,6,4.78,4.75,2.91
0.41,2,6,4,4.75,4.72,2.97
1.14,2,3,6,6.75,6.8,4.13
0.7,2,2,3,5.68,5.71,3.53
0.32,2,1,2,4.38,4.4,2.73
0.9,4,1,2,6.08,6.12,3.88
1.01,1,4,2,6.37,6.31,4.06
0.71,3,4,4,5.7,5.67,3.57
1.37,3,6,3,7.1,7.05,4.38
0.56,2,4,6,5.27,5.33,3.29
0.31,2,3,1,4.4,4.41,2.71
0.25,4,2,7,4.1,4.14,2.43
1.0,3,4,3,6.62,6.5,3.87
1.25,2,4,5,7.04,6.99,4.21
1.06,1,1,3,6.63,6.67,3.91
1.66,4,4,2,7.53,7.57,4.74
0.35,1,3,2,4.46,4.48,2.85
0.9,4,4,3,6.23,6.27,3.7
1.01,4,4,3,6.29,6.37,4.02
0.38,4,0,3,4.62,4.65,2.88
0.32,2,2,4,4.39,4.42,2.71
0.55,2,3,4,5.32,5.29,3.27
0.23,4,1,7,3.96,3.99,2.42
0.91,2,1,2,6.26,6.22,3.79
0.9,3,2,2,6.2,6.16,3.83
0.52,3,2,5,5.19,5.16,3.18
0.52,2,3,4,5.11,5.15,3.2
0.74,2,0,3,5.81,5.84,3.56
1.26,3,2,4,6.93,6.86,4.32
1.0,1,4,6,6.3,6.36,4.02
1.66,3,4,5,7.62,7.57,4.73
0.55,2,1,2,5.28,5.32,3.23
0.91,1,6,5,6.18,6.25,3.81
0.71,3,4,7,5.73,5.7,3.54
1.25,3,4,2,7.07,7.0,4.18
0.61,2,2,3,5.38,5.44,3.37
1.0,0,4,3,6.08,6.02,4.1
0.9,3,2,3,6.18,6.15,3.84
0.3,2,0,5,4.36,4.32,2.68
0.51,2,1,5,5.17,5.21,3.15
0.26,2,3,7,4.11,4.14,2.53
0.5,2,3,5,5.09,5.11,3.16
0.7,2,1,3,5.76,5.68,3.5
1.53,3,5,4,7.39,7.35,4.57
0.31,2,5,2,4.34,4.36,2.7
0.61,2,6,4,5.44,5.49,3.33
0.34,3,3,1,4.52,4.47,2.72
1.01,3,2,2,6.44,6.39,3.96
0.39,4,0,5,4.74,4.76,2.86
0.36,3,5,5,4.58,4.54,2.86
1.08,3,3,3,6.72,6.65,4.03
0.4,4,0,5,4.68,4.72,2.99
1.52,2,5,5,7.35,7.4,4.6
2.03,2,5,2,8.06,8.11,5.06
0.3,1,1,2,4.25,4.3,2.7
1.05,3,3,1,6.57,6.59,3.99
0.4,2,3,7,4.74,4.76,2.92
0.41,1,6,1,4.72,4.75,3.01
0.31,3,2,5,4.48,4.43,2.66
0.38,2,5,7,4.64,4.69,2.89
1.53,3,1,2,7.41,7.25,4.59
0.25,2,2,5,4.04,4.07,2.5
0.3,4,3,5,4.32,4.35,2.67
1.01,3,4,4,6.45,6.48,3.95
0.41,3,3,2,4.8,4.77,3.0
1.22,3,1,6,6.87,6.85,4.19
2.02,1,5,2,7.85,7.99,5.09
0.34,4,3,7,4.47,4.52,2.76
1.5,4,1,2,7.43,7.46,4.36
0.72,4,3,3,5.73,5.79,3.49
0.32,2,1,7,4.39,4.43,2.7
0.31,1,4,5,4.32,4.34,2.75
1.06,3,1,5,6.52,6.49,4.05
0.34,3,2,3,4.55,4.58,2.74
1.0,3,1,0,6.38,6.33,3.96
0.41,2,3,5,4.78,4.75,2.98
0.32,3,3,5,4.36,4.38,2.73
0.41,3,1,4,4.82,4.78,2.9
2.16,2,6,4,8.34,8.27,5.1
0.61,2,1,5,5.57,5.52,3.31
1.2,3,4,3,6.81,6.76,4.24
1.0,2,1,2,6.41,6.47,3.96
0.31,2,5,5,4.38,4.42,2.71
0.33,2,1,5,4.51,4.54,2.73
1.02,3,4,3,6.41,6.34,4.0
0.48,1,2,4,5.09,5.15,3.02
0.31,4,2,6,4.33,4.36,2.69
0.55,2,0,3,5.23,5.28,3.22
1.58,3,4,4,7.48,7.42,4.6
1.51,3,1,2,7.33,7.29,4.56
1.43,0,5,4,7.73,7.25,3.93
1.2,2,3,5,6.79,6.85,4.25
0.25,2,2,7,4.06,4.07,2.51
1.62,3,2,4,7.6,7.55,4.64
0.3,2,0,4,4.28,4.33,2.67
1.02,2,2,7,6.48,6.52,3.97
0.26,2,2,7,4.1,4.08,2.52
0.53,2,1,5,5.21,5.17,3.26
0.34,2,3,5,4.51,4.47,2.76
0.54,3,4,6,5.25,5.2,3.24
0.35,2,2,7,4.51,4.55,2.83
0.34,4,5,2,4.43,4.45,2.79
0.5,1,2,3,4.98,5.03,3.18
1.0,4,2,2,6.37,6.44,3.96
1.5,4,1,4,7.43,7.46,4.43
1.14,2,3,1,6.7,6.76,4.11
2.08,2,5,3,8.21,8.1,5.06
0.32,2,3,5,4.43,4.41,2.73
0.52,3,3,4,5.11,5.08,3.19
0.31,3,6,2,4.47,4.44,2.59
0.73,2,0,3,5.77,5.74,3.59
0.56,3,0,3,5.32,5.37,3.23
0.35,3,4,3,4.54,4.49,2.78
1.01,4,0,5,6.35,6.38,4.03
0.52,2,0,5,5.17,5.15,3.19
0.33,4,0,4,4.45,4.44,2.81
0.26,3,1,6,4.11,4.14,2.55
1.07,2,2,3,6.56,6.53,4.03
1.07,2,1,3,6.54,6.58,4.08
1.5,1,3,1,7.39,7.46,4.45
0.39,3,0,4,4.69,4.64,2.88
1.1,4,5,2,6.61,6.66,4.01
0.4,4,2,2,4.72,4.77,2.94
0.8,4,2,5,5.86,5.92,3.66
0.55,4,0,5,5.24,5.27,3.3
1.5,0,6,2,7.09,7.03,4.58
1.62,2,2,2,7.5,7.44,4.68
0.7,2,2,5,5.71,5.67,3.53
0.45,2,4,4,4.92,4.95,3.06
0.41,3,3,2,4.83,4.88,2.87
1.1,2,2,5,6.64,6.68,4.09
0.52,4,3,6,5.13,5.15,3.2
1.2,3,6,5,6.84,6.76,4.2
0.7,2,1,5,5.73,5.75,3.52
0.9,1,0,2,6.09,6.0,3.74
0.5,3,0,4,5.05,5.01,3.16
0.3,1,1,4,4.26,4.29,2.7
0.54,3,1,7,5.28,5.27,3.22
0.34,3,3,5,4.49,4.43,2.73
1.01,4,2,3,6.56,6.53,3.93
1.7,2,4,2,7.67,7.6,4.75
0.34,2,0,0,4.52,4.5,2.77
0.92,3,4,2,6.4,6.35,3.76
0.33,2,2,4,4.43,4.46,2.76
0.41,3,3,5,4.83,4.81,2.94
1.77,4,6,3,7.65,7.61,4.84
1.14,3,4,3,6.8,6.77,4.11
0.73,2,4,3,5.79,5.81,3.57
0.91,4,4,3,6.29,6.24,3.66
0.96,0,5,3,6.07,5.9,3.97
1.01,4,4,3,6.57,6.62,3.88
0.72,1,2,0,5.72,5.62,3.6
0.72,4,1,7,5.82,5.85,3.53
1.26,3,6,2,6.91,6.99,4.29
1.34,3,0,3,7.04,7.07,4.34
2.01,4,3,2,8.04,7.96,5.06
0.33,2,5,1,4.41,4.44,2.75
0.32,2,5,5,4.35,4.39,2.73
0.34,2,0,1,4.57,4.59,2.74
0.32,4,0,2,4.33,4.36,2.72
0.42,2,5,7,4.83,4.87,2.97
1.01,3,4,4,6.43,6.39,3.97
2.01,4,6,2,7.93,8.01,4.96
1.21,4,2,4,6.76,6.85,4.24
0.32,2,1,1,4.38,4.42,2.7
0.7,1,0,2,5.59,5.62,3.6
1.55,3,4,5,7.46,7.5,4.54
1.01,3,2,2,6.57,6.53,3.92
0.38,2,3,7,4.65,4.67,2.9
1.0,2,3,3,6.51,6.45,3.91
0.31,4,2,7,4.34,4.38,2.68
1.0,4,2,2,6.3,6.37,3.9
1.0,3,0,2,6.23,6.19,3.87
1.79,4,2,5,7.7,7.8,4.87
1.04,3,5,3,6.58,6.47,4.02
0.3,2,0,7,4.34,4.36,2.67
2.06,2,2,3,8.19,8.09,5.1
1.51,4,2,7,7.58,7.62,4.41
0.33,2,3,1,4.43,4.47,2.75
0.44,2,5,6,4.9,4.96,3.0
0.32,2,5,1,4.4,4.43,2.72
0.3,3,6,4,4.28,4.22,2.66
0.37,3,0,2,4.62,4.65,2.87
1.2,4,2,2,6.65,6.74,4.25
1.01,2,1,6,6.43,6.49,3.99
1.15,4,3,5,6.75,6.8,4.08
0.9,3,1,5,6.15,6.07,3.85
0.77,2,4,2,5.87,5.91,3.61
0.41,2,3,6,4.76,4.78,2.98
0.41,3,1,4,4.73,4.75,2.93
0.42,3,0,4,4.87,4.84,2.95
0.58,2,2,5,5.33,5.37,3.32
1.02,2,5,2,6.44,6.46,4.0
1.09,2,4,2,6.58,6.62,4.11
0.9,4,1,2,6.11,6.15,3.86
0.32,4,3,5,4.42,4.45,2.7
0.91,1,2,2,6.1,6.17,3.92
0.25,4,0,5,4.07,4.11,2.5
1.0,4,2,3,6.31,6.35,3.95
1.56,3,4,5,7.44,7.39,4.63
1.01,3,4,3,6.42,6.35,3.89
2.02,2,5,2,8.07,8.18,5.03
1.02,2,5,2,6.43,6.46,3.99
0.54,2,0,5,5.29,5.19,3.2
0.51,2,1,5,5.15,5.11,3.18
0.3,2,3,7,4.33,4.29,2.68
1.01,3,2,2,6.54,6.49,3.95
0.38,2,1,4,4.65,4.62,2.88
1.0,4,3,2,6.56,6.58,3.85
0.36,3,3,7,4.6,4.54,2.83
0.7,3,0,4,5.63,5.6,3.46
0.7,3,3,4,5.63,5.56,3.52
1.01,4,1,2,6.41,6.34,4.02
0.53,2,2,1,5.22,5.25,3.24
0.57,2,0,5,5.29,5.34,3.3
0.52,2,5,1,5.23,5.27,3.16
1.07,3,3,5,6.67,6.63,3.98
0.55,3,1,5,5.29,5.27,3.24
0.6,3,2,4,5.52,5.45,3.26
1.08,3,5,2,6.6,6.56,4.09
0.31,3,3,2,4.35,4.31,2.66
0.38,2,1,7,4.72,4.67,2.89
1.01,1,1,3,6.37,6.31,4.05
0.34,2,2,1,4.47,4.5,2.79
0.72,4,3,4,5.86,5.82,3.51
0.9,4,4,7,6.14,6.08,3.88
1.51,2,2,4,7.34,7.38,4.57
0.41,4,3,6,4.68,4.73,2.97
0.6,2,0,2,5.39,5.44,3.34
0.7,4,2,3,5.73,5.77,3.49
0.53,4,0,2,5.2,5.26,3.21
0.42,1,2,4,4.83,4.89,2.91
2.02,0,5,3,7.94,7.82,5.08
0.28,4,1,7,4.24,4.27,2.56
0.71,1,5,7,5.69,5.66,3.61
1.03,4,3,4,6.48,6.55,3.95
0.51,2,3,7,5.12,5.14,3.16
0.81,2,0,5,6.01,5.98,3.72
0.42,3,2,5,4.82,4.75,2.95
0.83,1,6,2,5.95,5.97,3.8
1.52,3,5,5,7.35,7.3,4.52
0.36,3,1,5,4.58,4.64,2.78
1.33,2,3,6,7.02,7.06,4.38
0.35,2,2,5,4.55,4.6,2.81
0.92,3,5,2,6.18,6.13,3.87
0.81,3,2,2,5.97,5.95,3.69
1.41,2,3,4,7.31,7.22,4.39
0.31,2,5,6,4.41,4.38,2.7
0.54,2,4,2,5.28,5.32,3.21
1.12,2,2,7,6.69,6.66,4.1
1.25,3,3,5,6.91,6.85,4.26
1.04,2,5,2,6.51,6.57,4.05
1.26,2,4,5,6.95,6.89,4.27
0.56,2,3,5,5.28,5.33,3.29
1.52,1,3,3,7.21,7.3,4.58
0.72,2,5,7,5.78,5.79,3.56
0.91,3,1,0,6.32,6.29,3.76
2.01,3,4,3,7.97,7.95,4.96
0.4,2,3,1,4.73,4.76,2.95
0.51,2,4,5,5.07,5.1,3.2
0.31,2,3,7,4.4,4.38,2.67
0.73,2,6,2,5.75,5.86,3.6
0.32,1,2,2,4.37,4.4,2.77
0.5,1,0,5,5.02,5.04,3.22
0.9,1,4,4,6.1,6.13,3.88
0.3,4,4,6,4.24,4.27,2.68
0.33,2,1,6,4.42,4.46,2.76
2.01,0,1,3,7.84,7.79,5.12
0.91,2,3,4,6.28,6.21,3.83
0.72,4,0,3,5.76,5.81,3.46
1.29,0,2,3,6.85,6.79,4.39
0.73,2,4,2,5.72,5.75,3.61
0.31,2,2,5,4.39,4.41,2.66
1.0,1,2,3,6.28,6.33,4.02
0.91,2,1,3,6.19,6.27,3.85
0.53,2,3,3,5.18,5.14,3.22
0.35,2,3,1,4.52,4.57,2.81
0.55,2,2,6,5.35,5.3,3.26
2.01,4,5,2,8.07,8.01,5.11
0.32,4,0,2,4.35,4.38,2.75
0.33,3,3,4,4.52,4.5,2.72
1.02,2,3,4,6.47,6.43,4.01
1.72,0,2,2,7.5,7.46,4.85
0.41,4,2,2,4.74,4.78,2.98
0.77,2,3,5,5.89,5.91,3.64
0.77,3,3,3,5.88,5.84,3.63
0.34,2,2,5,4.53,4.47,2.77
1.01,3,5,3,6.5,6.46,3.96
1.01,2,3,5,6.41,6.37,3.99
1.2,2,2,4,6.89,6.85,4.17
1.06,4,0,3,6.6,6.64,3.98
1.17,2,5,2,6.73,6.78,4.17
2.11,3,1,3,8.19,8.1,5.08
1.09,2,3,2,6.6,6.55,4.09
0.36,1,0,2,4.54,4.59,2.88
0.27,4,3,6,4.12,4.15,2.6
0.71,3,2,5,5.67,5.7,3.53
0.71,2,5,4,5.8,5.81,3.53
0.53,4,2,5,5.29,5.31,3.14
1.01,1,3,2,6.31,6.33,3.99
0.45,0,2,4,4.85,4.75,3.21
0.4,1,1,2,4.69,4.66,2.98
0.36,2,1,5,4.63,4.65,2.82
0.7,4,4,4,5.65,5.68,3.52
0.7,2,4,5,5.74,5.77,3.5
0.7,4,3,4,5.66,5.69,3.5
0.7,3,1,5,5.73,5.7,3.51
1.51,3,3,7,7.42,7.38,4.51
0.31,1,5,5,4.3,4.4,2.75
1.98,2,5,2,8.04,8.13,4.97
0.3,3,5,6,4.28,4.31,2.67
0.3,3,4,2,4.28,4.24,2.68
0.43,3,1,2,4.89,4.94,2.96
0.38,3,5,3,4.61,4.57,2.88
1.02,3,6,3,6.5,6.44,3.97
0.53,2,0,2,5.28,5.31,3.2
0.82,3,1,2,6.01,5.96,3.74
1.06,4,4,3,6.51,6.53,4.02
0.57,4,1,3,5.4,5.48,3.25
0.43,3,3,4,4.92,4.89,2.99
0.7,4,2,3,5.75,5.81,3.46
0.71,2,2,2,5.69,5.74,3.54
0.26,3,1,6,4.08,4.06,2.56
1.01,3,1,5,6.39,6.36,4.01
0.23,4,2,4,3.96,3.99,2.42
0.39,4,4,2,4.8,4.85,2.82
0.26,4,3,4,4.07,4.11,2.54
1.5,2,3,2,7.36,7.32,4.53
0.31,2,0,5,4.31,4.34,2.69
0.33,2,1,6,4.43,4.46,2.75
1.23,3,3,4,6.86,6.81,4.29
0.7,4,0,5,5.65,5.71,3.55
0.9,2,0,2,6.19,6.21,3.82
1.01,3,1,5,6.42,6.34,3.96
1.09,2,3,5,6.61,6.56,4.11
1.2,4,6,3,6.76,6.83,4.2
0.33,3,0,3,4.41,4.39,2.76
2.06,2,5,3,8.09,8.14,5.13
0.37,3,2,5,4.63,4.61,2.82
0.56,2,3,2,5.21,5.28,3.28
0.36,3,2,2,4.65,4.6,2.79
1.3,3,4,3,7.09,7.04,4.27
1.01,2,1,5,6.49,6.46,3.97
0.3,2,3,5,4.26,4.32,2.67
0.71,2,6,2,5.72,5.77,3.49
0.32,3,3,4,4.39,4.34,2.74
0.53,2,2,7,5.19,5.23,3.2
0.7,1,5,7,5.57,5.6,3.54
0.8,3,4,3,5.92,5.86,3.63
0.35,4,1,5,4.59,4.64,2.72
0.91,4,4,4,6.18,6.12,3.9
0.25,4,2,1,4.04,4.06,2.48
0.7,2,1,4,5.67,5.71,3.54
0.33,3,3,5,4.5,4.46,2.73
0.9,4,4,2,6.08,6.14,3.86
1.17,2,2,5,6.81,6.74,4.19
0.45,2,3,1,4.94,4.99,3.08
1.1,4,5,4,6.65,6.67,4.06
0.55,2,1,2,5.36,5.38,3.22
2.05,3,4,5,8.19,8.14,5.05
2.14,2,4,2,8.36,8.29,5.12
0.54,2,1,3,5.2,5.23,3.27
0.73,2,1,2,5.7,5.79,3.6
0.7,0,5,5,5.55,5.49,3.57
1.32,4,3,3,6.98,7.05,4.32
0.72,4,0,4,5.85,5.9,3.49
0.31,3,5,2,4.31,4.29,2.7
1.01,1,0,2,6.3,6.32,4.11
0.32,4,2,6,4.39,4.43,2.74
0.29,2,1,7,4.22,4.24,2.62
0.53,2,2,7,5.24,5.2,3.25
2.02,2,2,3,8.07,7.93,5.03
0.42,2,0,4,4.82,4.86,2.99
0.3,3,0,4,4.28,4.32,2.66
0.41,2,0,3,4.8,4.76,2.99
1.01,1,3,5,6.4,6.32,4.05
0.4,1,0,4,4.67,4.7,3.0
1.8,3,5,2,7.78,7.74,4.8
0.66,2,5,2,5.6,5.64,3.44
0.54,2,4,1,5.26,5.31,3.22
1.0,3,1,3,6.44,6.39,3.79
0.57,2,0,4,5.31,5.33,3.28
1.5,1,5,4,7.64,7.61,4.36
0.5,1,1,5,5.01,5.03,3.22
1.08,1,3,3,6.5,6.54,4.12
1.54,3,3,2,7.38,7.43,4.52
0.83,2,0,3,6.02,6.05,3.74
0.3,2,5,4,4.27,4.31,2.67
0.53,2,5,4,5.21,5.25,3.22
0.3,4,1,2,4.27,4.32,2.7
1.13,2,2,7,6.67,6.71,4.16
0.33,3,1,2,4.55,4.49,2.72
1.71,3,3,3,7.68,7.72,4.69
0.51,4,1,2,5.16,5.19,3.19
0.25,3,1,6,4.09,4.11,2.49
0.57,2,3,2,5.4,5.37,3.26
0.32,2,0,2,4.35,4.34,2.73
0.3,2,1,5,4.32,4.35,2.69
1.22,4,4,3,6.81,6.75,4.28
0.31,2,1,1,4.36,4.4,2.66
0.31,3,1,5,4.37,4.39,2.67
0.33,2,3,6,4.48,4.45,2.77
0.57,3,1,3,5.42,5.35,3.27
0.31,2,4,4,4.34,4.38,2.69
0.38,4,2,4,4.71,4.73,2.84
0.78,1,3,2,5.82,5.7,3.68
1.62,2,2,4,7.54,7.63,4.65
0.38,4,2,4,4.7,4.74,2.85
0.54,3,2,2,5.22,5.2,3.22
0.74,4,4,4,5.75,5.78,3.59
0.71,4,5,3,5.61,5.7,3.52
1.04,2,5,2,6.5,6.54,4.02
1.12,2,5,2,6.74,6.79,4.08
0.38,4,1,2,4.64,4.67,2.85
0.53,2,4,6,5.25,5.27,3.22
0.39,2,4,5,4.81,4.76,2.9
1.0,1,6,5,6.27,6.21,4.01
0.3,3,2,5,4.28,4.26,2.67
1.5,1,5,2,7.12,7.16,4.49
1.01,2,3,3,6.44,6.48,3.97
0.52,1,3,4,5.08,5.12,3.26
1.72,1,6,3,7.56,7.6,4.79
0.31,4,5,6,4.3,4.32,2.68
1.51,3,4,5,7.31,7.25,4.58
0.3,4,0,5,4.27,4.29,2.69
